name,quantity_type,catalog_name,catalog_symbol,rp66_symbol,base_unit,a,b,c,d
astronomical unit,length,convertr,AU,,m,0,1.49598E+11,1,0
barleycorn ,length,convertr,barleycorn ,,m,0,5.29177E-11,1,0
"bohr, atomic unit of length",length,convertr,a0,,m,0,185.3184,1,0
cable length (imperial),length,convertr,uk cable,,m,0,185.2,1,0
cable length (International),length,convertr,int cable,,m,0,219.456,1,0
cable length (US),length,convertr,us cable,,m,0,0.5,1,0
cubit ,length,convertr,cubit ,,m,0,1.143,1,0
ell ,length,convertr,ell,,m,0,1.143,1,0
finger,length,convertr,finger,,m,0,0.022225,1,0
finger (cloth),length,convertr,finger (cloth),,m,0,0.1143,1,0
french; charriere,length,convertr,Ch,,m,0,0.0003,1,0
furlong,length,convertr,fur,,m,0,201.168,1,0
hand,length,convertr,hand,,m,0,0.1016,1,0
league (land),length,convertr,lea,,m,0,4828,1,0
light-day,length,convertr,light-day,,m,0,2.59021E+13,1,0
light-hour,length,convertr,light-hour,,m,0,1.07925E+12,1,0
light-minute,length,convertr,light-minute,,m,0,17987547480,1,0
light-second,length,convertr,light-second,,m,0,299792458,1,0
light-year,length,convertr,light-year,,m,0,9.46073E+15,1,0
line,length,convertr,ln,,m,0,0.002116,1,0
mickey,length,convertr,mickey,,m,0,0.000127,1,0
nail (cloth),length,convertr,nail (cloth),,m,0,0.05715,1,0
pace,length,convertr,pace,,m,0,0.762,1,0
palm,length,convertr,palm,,m,0,0.0762,1,0
parsec,length,convertr,pc,,m,0,3.08568E+16,1,0
barony,area,convertr,barony,,m2,0,16187420,1,0
board,area,convertr,bd,,m2,0,0.00774192,1,0
cord,area,convertr,cord,,m2,0,1.48644864 ,1,0
cuerda (PR Survey),area,convertr,cda,,m2,0,3930.395625 ,1,0
dunam,area,convertr,dunam,,m2,0,1000 ,1,0
guntha,area,convertr,guntha,,m2,0,101.17 ,1,0
hide,area,convertr,hide,,m2,0,500000,1,0
rood,area,convertr,ro,,m2,0,1011.7141056 ,1,0
section,area,convertr,section,,m2,0,2589988.11,1,0
shed,area,convertr,shed,,m2,0,1E-52,1,0
square (roofing),area,convertr,square (roofing),,m2,0,9.290304 ,1,0
square chain (international),area,convertr,sq ch,,m2,0,404.68564224 ,1,0
square chain (US Survey),area,convertr,sq ch,,m2,0,404.6873 ,1,0
square link (Gunter's)(International),area,convertr,intl sq lnk,,m2,0,0.040468564,1,0
square link (Gunter's)(US Survey),area,convertr,us sq lnk,,m2,0,0.04046872,1,0
square link (Ramsden's),area,convertr,sq lnk,,m2,0,0.09290304 ,1,0
square rod/pole/perch,area,convertr,sq rd,,m2,0,25.29285264 ,1,0
stremma,area,convertr,stremma,,m2,0,1000 ,1,0
township,area,convertr,township,,m2,0,93239940,1,0
yardland,area,convertr,yardland,,m2,0,120000,1,0
acre-inch,volume,convertr,acre.in,,m3,,102.79015312896 ,1,0
board-foot,volume,convertr,fbm,,m3,0,0.002359737,1,0
bucket (imperial),volume,convertr,bkt,,m3,0,0.01818436 ,1,0
bushel (US dry heaped),volume,convertr,buUS,,m3,0,0.0440488377086 ,1,0
bushel (US dry level),volume,convertr,bu (US lvl),,m3,0,0.03523907016688 ,1,0
bushel (imperial),volume,convertr,buUK,,m3,0,0.03636872 ,1,0
"butt, pipe",volume,convertr,butt,,m3,0,0.476961884784 ,1,0
coomb,volume,convertr,coomb,,m3,0,0.14547488 ,1,0
cord (firewood),volume,convertr,cord,,m3,0,3.624556363776 ,1,0
cord-foot,volume,convertr,cord-foot,,m3,0,0.453069545472 ,1,0
cubic fathom,volume,convertr,cu fm,,m3,0,6.116438863872 ,1,0
cup (Canadian),volume,convertr,cCA,,m3,0,0.000227305,1,0
cup (metric),volume,convertr,c,,m3,0,0.00025,1,0
cup (US customary),volume,convertr,cUS,,m3,0,0.000236588,1,0
dash (imperial),volume,convertr,dashUK,,m3,0,3.69962E-07,1,0
dessertspoon (imperial),volume,convertr,dessertspoon,,m3,0,1.18388E-05,1,0
drop (medical),volume,convertr,gtt Medical,,m3,0,8.303E-08,1,0
drop (metric),volume,convertr,gtt,,m3,0,0.00000005,1,0
drop (US),volume,convertr,gttUS,,m3,0,8.21487E-08,1,0
drop (imperial),volume,convertr,gttUK,,m3,0,9.86565E-08,1,0
fifth,volume,convertr,fifth,,m3,0,0.000757082,1,0
firkin,volume,convertr,firkin,,m3,0,0.04091481 ,1,0
fluid drachm (imperial),volume,convertr,fl drUK,,m3,0,3.55163E-06,1,0
fluid dram (US); US fluidram,volume,convertr,fl drUS,,m3,0,3.69669E-06,1,0
fluid scruple (imperial),volume,convertr,fl s,,m3,0,1.18388E-06,1,0
gallon (beer),volume,convertr,beer gal,,m3,0,0.004621152,1,0
gill (US),volume,convertr,giUS,,m3,0,0.000118294,1,0
gill (imperial); Noggin,volume,convertr,giUK,,m3,0,0.000142065,1,0
hogshead (US),volume,convertr,hhdUS,,m3,0,0.238480942392 ,1,0
hogshead (imperial),volume,convertr,hhdUK,,m3,0,0.32731848 ,1,0
jigger (bartending),volume,convertr,jigger,,m3,0,0.00004436,1,0
kilderkin,volume,convertr,kilderkin,,m3,0,0.08182962 ,1,0
lambda,volume,convertr,?,,m3,0,0.000000001,1,0
last,volume,convertr,last,,m3,0,2.9094976 ,1,0
load,volume,convertr,load,,m3,0,0.001,1,0
minim (US),volume,convertr,minUS,,m3,0,1.4158423296 ,1,0
minim (imperial),volume,convertr,minUK,,m3,0,6.16115E-08,1,0
peck (US dry),volume,convertr,pkUS,,m3,0,5.91939E-08,1,0
peck (imperial),volume,convertr,pkUK,,m3,0,0.008809768,1,0
perch,volume,convertr,per,,m3,0,0.00909218,1,0
pinch (imperial),volume,convertr,pinchUK,,m3,0,0.700841953152 ,1,0
pinch (US),volume,convertr,pinchUS,,m3,0,7.39924E-07,1,0
pony,volume,convertr,pony,,m3,0,6.16115E-07,1,0
pottle; quartern,volume,convertr,pottle,,m3,0,2.21801E-05,1,0
quarter; pail,volume,convertr,quarter,,m3,0,0.002273045,1,0
register ton,volume,convertr,register ton,,m3,0,0.29094976 ,1,0
sack (imperial); bag,volume,convertr,sackUK,,m3,0,2.8316846592 ,1,0
sack (US),volume,convertr,sackUS,,m3,0,0.10910616 ,1,0
seam,volume,convertr,seam,,m3,0,0.10571721050064 ,1,0
shot (US),volume,convertr,shotUS,,m3,0,0.28191256133504 ,1,0
strike (imperial),volume,convertr,strikeUK,,m3,0,0.000044,1,0
strike (US),volume,convertr,strikeUS,,m3,0,0.07273744 ,1,0
tablespoon (Canadian),volume,convertr,tbspCA,,m3,0,0.07047814033376 ,1,0
tablespoon (imperial),volume,convertr,tbspUK,,m3,0,1.42065E-05,1,0
tablespoon (metric),volume,convertr,tbsp,,m3,0,1.77582E-05,1,0
tablespoon (US customary),volume,convertr,tbspUS,,m3,0,0.000015,1,0
tablespoon (Australian metric),volume,convertr,tbspAUS,,m3,0,1.47868E-05,1,0
teaspoon (imperial),volume,convertr,tspUK,,m3,0,0.00002,1,0
teaspoon (metric),volume,convertr,tsp,,m3,0,5.91939E-06,1,0
teaspoon (US customary),volume,convertr,tspUS,,m3,0,0.000005,1,0
teaspoon (Canadian),volume,convertr,tspCA,,m3,0,4.92892E-06,1,0
timber foot,volume,convertr,timber ft,,m3,0,4.73551E-06,1,0
tun,volume,convertr,tun,,m3,0,0.028316846592 ,1,0
wey (US),volume,convertr,weyUS,,m3,0,0.953923769568 ,1,0
inverse henry,reluctance,POSC,1/H,1/H,1/H,0,1.4095628066752 ,1,0
inches/inch degree Fahrenheit,linear thermal expansion,POSC,in/in.degF,in/in.degF,1/K,0,1.8,1,0
metres/metre Kelvin,linear thermal expansion,POSC,m/m.K,m/m.K,1/K,0,1,1,0
millimetres/millimetre degree Kelvin,linear thermal expansion,POSC,mm/mm.K,mm/mm.K,1/K,0,1,1,0
part per million per degree Celsius,volumetric thermal expansion,POSC,ppm/degC,ppm/degC,1/K,0,1.00E-06,1,0
part per million per degree Fahrenheit,volumetric thermal expansion,POSC,ppm/degF,ppm/degF,1/K,0,1.80E-06,1,0
per degree Celsius,volumetric thermal expansion,POSC,1/degC,1/degC,1/K,0,1,1,0
per degree Fahrenheit,volumetric thermal expansion,POSC,1/degF,1/degF,1/K,0,9,5,0
per degree Rankine,volumetric thermal expansion,POSC,1/degR,1/degR,1/K,0,9,5,0
per Kelvin,volumetric thermal expansion,POSC,1/K,1/K,1/K,0,1,1,0
per gram,per mass,POSC,1/g,1/g,1/kg,0,1000,1,0
per kilogram,per mass,POSC,1/kg,1/kg,1/kg,0,1,1,0
per pound,per mass,POSC,1/lbm,1/lbm,1/kg,0,1,0.453592,0
barns/cubic centimetre,area per volume,POSC,b/cm3,b/cm3,1/m,0,1.00E+34,1,0
capture unit,area per volume,POSC,cu,cu,1/m,0,0.1,1,0
capture unit,area per volume,POSC,sigma,cu,1/m,0,0.1,1,0
per angstrom,per length,POSC,1/angstrom,,1/m,0,1.00E+10,1,0
per centimetre,per length,POSC,1/cm,1/cm,1/m,0,100,1,0
per foot,per length,POSC,1/ft,1/ft,1/m,0,1,0.3048,0
per inch,per length,POSC,1/in,1/in,1/m,0,1,0.0254,0
per metre,per length,POSC,1/m,1/m,1/m,0,1,1,0
per mile,per length,POSC,1/mi,1/mi,1/m,0,1,1609.34,0
per millimetre,per length,POSC,1/mm,1/mm,1/m,0,1000,1,0
per nanometre,per length,POSC,1/nm,1/nm,1/m,0,1.00E+09,1,0
per yard,per length,POSC,1/yd,,1/m,0,1,0.9144,0
square feet/cubic inch,area per volume,POSC,ft2/in3,ft2/in3,1/m,0,5669.29,1,0
square metres/cubic centimetre,area per volume,POSC,m2/cm3,m2/cm3,1/m,0,1.00E+06,1,0
square metres/cubic metre,area per volume,POSC,m2/m3,m2/m3,1/m,0,1,1,0
feet/barrel,length per volume,POSC,ft/bbl,ft/bbl,1/m2,0,1.91713,1,0
feet/cubic foot,length per volume,POSC,ft/ft3,ft/ft3,1/m2,0,10.7639,1,0
feet/US gallon,length per volume,POSC,ft/galUS,ft/galUS,1/m2,0,80.5196,1,0
kilometres/cubic decimetre,length per volume,POSC,km/dm3,km/dm3,1/m2,0,1.00E+06,1,0
kilometres/litre,length per volume,POSC,km/L,km/L,1/m2,0,1.00E+06,1,0
metres/cubic metre,length per volume,POSC,m/m3,m/m3,1/m2,0,1,1,0
miles/UK gallon,length per volume,POSC,mi/galUK,mi/galUK,1/m2,0,1609.34,0.00454609,0
miles/US gallon,length per volume,POSC,mi/galUS,mi/galUS,1/m2,0,1609.34,0.00378541,0
per square foot,per area,POSC,1/ft2,1/ft2,1/m2,0,1,0.092903,0
per square kilometre,per area,POSC,1/km2,1/km2,1/m2,0,1,1.00E+06,0
per square metre,per area,POSC,1/m2,1/m2,1/m2,0,1,1,0
per square mile,per area,POSC,1/mi2,1/mi2,1/m2,0,1,2.59E+06,0
per barrel,per volume,POSC,1/bbl,1/bbl,1/m3,0,1,0.158987,0
per cubic foot,per volume,POSC,1/ft3,1/ft3,1/m3,0,1,0.0283169,0
per cubic metre,per volume,POSC,1/m3,1/m3,1/m3,0,1,1,0
per litre,per volume,POSC,1/L,1/L,1/m3,0,1000,1,0
per UK gallon,per volume,POSC,1/galUK,1/galUK,1/m3,0,1,0.00456092,0
per US gallon,per volume,POSC,1/galUS,1/galUS,1/m3,0,1,0.00378541,0
per Newton,per force,POSC,1/N,1/N,1/N,0,1,1,0
per pound force,per force,POSC,1/lbf,1/lbf,1/N,0,1,4.44822,0
per bar,bulk compressibility,POSC,1/bar,1/bar,1/Pa,0,1.00E-06,1,0
per kilopascal,bulk compressibility,POSC,1/kPa,1/kPa,1/Pa,0,0.001,1,0
per micro pounds per square inch,bulk compressibility,POSC,1/upsi,1/upsi,1/Pa,0,1,0.00689476,0
per Pascal,bulk compressibility,POSC,1/Pa,1/Pa,1/Pa,0,1,1,0
per pico pascal,bulk compressibility,POSC,1/pPa,1/pPa,1/Pa,0,1.00E+12,1,0
per pounds/square inch,bulk compressibility,POSC,1/psi,1/psi,1/Pa,0,1,6894.76,0
barrels/day acre foot,volume per time per volume,POSC,bbl/d.acre.ft,bbl/d.acre.ft,1/s,0,0.158987,1.07E+08,0
flops,operations per time,POSC,flops,1/s,1/s,0,1,1,0
megaflops,operations per time,POSC,Mflops,,1/s,0,1.00E+06,1,0
per annum,per time,POSC,1/a,1/a,1/s,0,1,3.16E+07,0
per day,per time,POSC,1/d,1/d,1/s,0,1,86400,0
per hour,per time,POSC,1/h,1/h,1/s,0,1,3600,0
per minute,per time,POSC,1/min,1/min,1/s,0,1,60,0
per second,per time,POSC,1/s,1/s,1/s,0,1,1,0
per week,per time,POSC,1/wk,,1/s,0,1,604800,0
thousand per second,per time,POSC,kEuc/s,,1/s,0,1000,1,0
per microvolt,per electric potential,POSC,1/uV,1/uV,1/V,0,1.00E+06,1,0
per Volt,per electric potential,POSC,1/V,1/V,1/V,0,1,1,0
ampere,electric current,POSC,A,A,A,0,1,1,0
kiloampere,electric current,POSC,kA,kA,A,0,1000,1,0
megaampere,electric current,POSC,MA,MA,A,0,1.00E+06,1,0
microampere,electric current,POSC,uA,uA,A,0,1.00E-06,1,0
milliamp,electric current,POSC,mA,mA,A,0,0.001,1,0
nanoampere,electric current,POSC,nA,nA,A,0,1.00E-09,1,0
picoampere,electric current,POSC,pA,pA,A,0,1.00E-12,1,0
amperes metres squared,electromagnetic moment,POSC,A.m2,A.m2,A.m2,0,1,1,0
Ampere/millimetre,linear electric current density,POSC,A/mm,A/mm,A/m,0,1000,1,0
amperes/metre,linear electric current density,POSC,A/m,A/m,A/m,0,1,1,0
gamma,linear electric current density,POSC,gamma,,A/m,0,0.000795775,1,0
oersted,linear electric current density,POSC,Oe,Oe,A/m,0,79.5775,1,0
ampere per square centimeter,current density,POSC,A/cm2,A/cm2,A/m2,0,10000,1,0
ampere per square foot,current density,POSC,A/ft2,A/ft2,A/m2,0,1,0.092903,0
Ampere/square millimetre,current density,POSC,A/mm2,A/mm2,A/m2,0,1.00E+06,1,0
amperes/square metre,current density,POSC,A/m2,A/m2,A/m2,0,1,1,0
microampere per square centimeter,current density,POSC,uA/cm2,uA/cm2,A/m2,0,0.01,1,0
microampere per square inch,current density,POSC,uA/in2,uA/in2,A/m2,0,1.00E-06,0.00064516,0
milliampere per square centimeter,current density,POSC,mA/cm2,mA/cm2,A/m2,0,10,1,0
milliampere per square foot,current density,POSC,mA/ft2,mA/ft2,A/m2,0,0.001,0.092903,0
bel,level of power intensity,POSC,B,10 dB,B,0,1,1,0
decibel,level of power intensity,POSC,dB,dB,B,0,0.1,1,0
bels/metre,attenuation per length,POSC,B/m,10 dB/m,B/m,0,1,1,0
decibels/foot,attenuation per length,POSC,dB/ft,dB/ft,B/m,0,0.1,0.3048,0
decibels/kilometre,attenuation per length,POSC,dB/km,dB/km,B/m,0,0.0001,1,0
decibels/metre,attenuation per length,POSC,dB/m,dB/m,B/m,0,0.1,1,0
bels/octave,attenuation,POSC,B/O,,B/O,0,1,1,0
decibels/octave,attenuation,POSC,dB/O,,B/O,0,0.1,1,0
baud,data transmission speed,POSC,Bd,1/s,Bd,0,1,1,0
bits per second,data transmission speed,POSC,bps,,bps,0,1,1,0
becquerel,activity (of radioactivity),POSC,Bq,Bq,Bq,0,1,1,0
curie,activity (of radioactivity),POSC,Ci,Ci,Bq,0,3.70E+10,1,0
curie,activity (of radioactivity),POSC,curie,Ci,Bq,0,3.70E+10,1,0
gigabecquerel,activity (of radioactivity),POSC,GBq,GBq,Bq,0,1.00E+09,1,0
megabecquerel,activity (of radioactivity),POSC,MBq,MBq,Bq,0,1.00E+06,1,0
microcurie,activity (of radioactivity),POSC,ucurie,,Bq,0,37000,1,0
millicurie,activity (of radioactivity),POSC,mcurie,,Bq,0,37000,1,0
nanocurie,activity (of radioactivity),POSC,ncurie,,Bq,0,37,1,0
picocurie,activity (of radioactivity),POSC,pcurie,pCi,Bq,0,0.037,1,0
terabecquerel,activity (of radioactivity),POSC,TBq,TBq,Bq,0,1.00E+12,1,0
,activity (of radioactivity),POSC,mCi,mCi,Bq,0,3.70E+07,1,0
,activity (of radioactivity),POSC,nCi,nCi,Bq,0,37,1,0
,activity (of radioactivity),POSC,pCi,pCi,Bq,0,0.037,1,0
,activity (of radioactivity),POSC,uCi,uCi,Bq,0,37000,1,0
becquerel per kilogram,specific activity (of radioactivity),POSC,Bq/kg,Bq/kg,Bq/kg,0,1,1,0
picocurie per gram,specific activity (of radioactivity),POSC,pCi/g,pCi/g,Bq/kg,0,37,1,0
bit,digital storage,POSC,bit,,byte,0,1,8,0
byte,digital storage,POSC,byte,,byte,0,1,1,0
kilobyte,digital storage,POSC,kbyte,,byte,0,1024,1,0
megabyte,digital storage,POSC,Mbyte,Mbyte,byte,0,1.05E+06,1,0
Ampere hour,electric capacity,POSC,A.h,A.h,C,0,3600,1,0
coulomb,electric capacity,POSC,C,C,C,0,1,1,0
femtocoulomb,electric capacity,POSC,fC,fC,C,0,1.00E-15,1,0
kilocoulombs,electric capacity,POSC,kC,kC,C,0,1000,1,0
microcoulomb,electric capacity,POSC,uC,uC,C,0,1.00E-06,1,0
millicoulomb,electric capacity,POSC,mC,mC,C,0,0.001,1,0
nanocoulomb,electric capacity,POSC,nC,nC,C,0,1.00E-09,1,0
picocoulomb,electric capacity,POSC,pC,pC,C,0,1.00E-12,1,0
coulomb metres,electric dipole moment,POSC,C.m,C.m,C.m,0,1,1,0
coulomb per gram,exposure (radioactivity),POSC,C/g,C/g,C/kg,0,1000,1,0
coulomb per kilogram,exposure (radioactivity),POSC,C/kg,C/kg,C/kg,0,1,1,0
Coulombs/square centimetre,electric polarization,POSC,C/cm2,C/cm2,C/m2,0,1,0.0001,0
coulombs/square metre,electric polarization,POSC,C/m2,C/m2,C/m2,0,1,1,0
Coulombs/square millimetre,electric polarization,POSC,C/mm2,C/mm2,C/m2,0,1,1.00E-06,0
millicoulombs/square metre,electric polarization,POSC,mC/m2,mC/m2,C/m2,0,0.001,1,0
Coulombs/cubic centimeter,charge density,POSC,C/cm3,C/cm3,C/m3,0,1,1.00E-06,0
coulombs/cubic metre,charge density,POSC,C/m3,C/m3,C/m3,0,1,1,0
Coulombs/cubic millimetre,charge density,POSC,C/mm3,C/mm3,C/m3,0,1,1.00E-09,0
candela,luminous intensity,POSC,cd,cd,cd,0,1,1,0
kilocandela,luminous intensity,POSC,kcd,kcd,cd,0,1000,1,0
candelas/square metre,luminance,POSC,cd/m2,cd/m2,cd/m2,0,1,1,0
equivalent,electrochemical equivalent,POSC,eq,eq,eq,0,1,1,0
milliequivalent,electrochemical equivalent,POSC,meq,meq,eq,0,0.001,1,0
equivalent per kilogram,equivalent per mass,POSC,eq/kg,eq/kg,eq/kg,0,1,1,0
milliequivalents/ gram,equivalent per mass,POSC,meq/g,meq/g,eq/kg,0,1,1,0
milliequivalents/ hectogram,equivalent per mass,POSC,meq/100g,,eq/kg,0,100,1,0
equivalents per cubic metre,equivalent per volume,POSC,eq/m3,eq/m3,eq/m3,0,1,1,0
equivalents/ Liter,equivalent per volume,POSC,eq/L,eq/L,eq/m3,0,1000,1,0
milliequivalents/ cubic centimeter,equivalent per volume,POSC,meq/cm3,meq/cm3,eq/m3,0,1000,1,0
1000 std cubic metres/ std cubic metre,volume per volume,POSC,ksm3/sm3,,Euc,0,1000,1,0
barrel per cubic foot,volume per volume,POSC,bbl/ft3,bbl/ft3,Euc,0,0.158987,0.0283169,0
barrel per hundred barrel,volume per volume,POSC,bbl/100bbl,,Euc,0,0.01,1,0
barrel per million cubic feet,volume per volume,POSC,bbl/M(ft3),,Euc,0,0.158987,28316.8,0
barrel per thousand cubic feet,volume per volume,POSC,bbl/k(ft3),,Euc,0,0.158987,28.3168,0
barrel/acre foot,volume per volume,POSC,bbl/acre.ft,bbl/acre.ft,Euc,0,0.158987,1233.49,0
barrel/barrel,volume per volume,POSC,bbl/bbl,bbl/bbl,Euc,0,1,1,0
Btus/brake-horsepower hour,relative power,POSC,Btu/bhp.hr,,Euc,0,0.000393015,1,0
centiEuclid,dimensionless,POSC,cEuc,%,Euc,0,0.01,1,0
cubic centimeters/ cubic centimetres,volume per volume,POSC,cm3/cm3,cm3/cm3,Euc,0,1,1,0
cubic centimetre/cubic metre,volume per volume,POSC,cm3/m3,cm3/m3,Euc,0,1.00E-06,1,0
cubic decimetres/cubic metre,volume per volume,POSC,dm3/m3,dm3/m3,Euc,0,0.001,1,0
cubic feet/barrel,volume per volume,POSC,ft3/bbl,ft3/bbl,Euc,0,0.0283169,0.158987,0
cubic feet/cubic foot,volume per volume,POSC,ft3/ft3,ft3/ft3,Euc,0,1,1,0
cubic metres/cubic metre,volume per volume,POSC,m3/m3,m3/m3,Euc,0,1,1,0
cubic metres/hectare metre,volume per volume,POSC,m3/ha.m,m3/ha.m,Euc,0,0.0001,1,0
euclid,dimensionless,POSC,Euc,100%,Euc,0,1,1,0
feet per 100 feet,linear strain,POSC,ft/100ft,,Euc,0,0.01,1,0
feet per feet,linear strain,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet/inch,scale,POSC,ft/in,ft/in,Euc,0,12,1,0
feet/metre,linear strain,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/mile,linear strain,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
grams/kilogram,mass concentration,POSC,g/kg,g/kg,Euc,0,0.001,1,0
kilogram force per kilogram force,force per force,POSC,kgf/kgf,kgf/kgf,Euc,0,1,1,0
kilogram per 94 pound sack,mass concentration,POSC,kg/sack94,,Euc,0,1,42.6377,0
kilograms/kilogram,mass concentration,POSC,kg/kg,kg/kg,Euc,0,1,1,0
kilometre/ centimetre,scale,POSC,km/cm,km/cm,Euc,0,100000,1,0
liter per ten barrel,volume per volume,POSC,L/10bbl,,Euc,0,0.001,1.58987,0
litres/cubic metre,volume per volume,POSC,L/m3,L/m3,Euc,0,0.001,1,0
metres per thirty metres,linear strain,POSC,m/30m,,Euc,0,1,30,0
metres/ centimetre,scale,POSC,m/cm,m/cm,Euc,0,100,1,0
metres/kilometre,linear strain,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/metre,linear strain,POSC,m/m,m/m,Euc,0,1,1,0
microEuclids,dimensionless,POSC,uEuc,ppm,Euc,0,1.00E-06,1,0
miles/inch,scale,POSC,mi/in,mi/in,Euc,0,63360,1,0
milliEuclid,dimensionless,POSC,mEuc,ppk,Euc,0,0.001,1,0
milligrams/kilogram,mass concentration,POSC,mg/kg,mg/kg,Euc,0,1.00E-06,1,0
milliliter per milliliter,volume per volume,POSC,mL/mL,mL/mL,Euc,0,1,1,0
millilitres/UK gallon,volume per volume,POSC,mL/galUK,mL/galUK,Euc,0,0.000219969,1,0
millilitres/US gallon,volume per volume,POSC,mL/galUS,mL/galUS,Euc,0,0.000264172,1,0
million barrels/acre foot,volume per volume,POSC,MMbbl/acre.ft,,Euc,0,158987,1233.49,0
million cubic feet per acre-foot,volume per volume,POSC,M(ft3)/acre.ft,,Euc,0,1.00E+06,43560,0
million std cu ft/ stock tank barrel,volume per volume,POSC,MMscf60/stb60,,Euc,0,28262.4,0.158987,0
milliseconds/second,relative time,POSC,ms/s,ms/s,Euc,0,0.001,1,0
nanoeuclid,dimensionless,POSC,nEuc,,Euc,0,1.00E-09,1,0
parts per million,volumic concentration,POSC,ppm,ppm,Euc,0,1.00E-06,1,0
parts per ten thousand,volumic concentration,POSC,ppdk,,Euc,0,0.0001,1,0
parts per thousand,volumic concentration,POSC,ppk,ppk,Euc,0,0.001,1,0
per mille,volumic concentration,POSC,permil,ppk,Euc,0,0.001,1,0
percent,dimensionless,POSC,%,%,Euc,0,0.01,1,0
pound force per pound force,force per force,POSC,lbf/lbf,lbf/lbf,Euc,0,1,1,0
square inches/square foot,area per area,POSC,in2/ft2,in2/ft2,Euc,0,1,144,0
square inches/square inch,area per area,POSC,in2/in2,in2/in2,Euc,0,1,1,0
square metres/square metre,area per area,POSC,m2/m2,m2/m2,Euc,0,1,1,0
square millimetres/square millimetre,area per area,POSC,mm2/mm2,mm2/mm2,Euc,0,1,1,0
std cubic metres / stock tank barrel,volume per volume,POSC,scm15/stb60,,Euc,0,1,0.158987,0
std cubic metres/ 1000 std cubic metre,volume per volume,POSC,sm3/ksm3,,Euc,0,1,1000,0
std cubic metres/ std cubic metres,volume per volume,POSC,sm3/sm3,,Euc,0,1,1,0
stock tank barrels/ 1000 std cu ft,volume per volume,POSC,stb60/Mscf60,,Euc,0,0.158987,28.2624,0
stock tank barrels/ 1000 std cu metres,volume per volume,POSC,stb60/Mscm15,,Euc,0,0.158987,1000,0
stock tank barrels/ million std cu ft,volume per volume,POSC,stb60/MMscf60,,Euc,0,0.158987,28262.4,0
stock tank barrels/ million std cu mts,volume per volume,POSC,stb60/MMscm15,,Euc,0,0.158987,1.00E+06,0
stock tank barrels/ std cu metres,volume per volume,POSC,stb60/scm15,,Euc,0,0.158987,1,0
thousand cubic feet per barrel,volume per volume,POSC,1000ft3/bbl,,Euc,0,28.3168,0.158987,0
thousand std cu ft/ stock tank barrel,volume per volume,POSC,Mscf60/stb60,,Euc,0,28.2624,0.158987,0
UK gallons per thousand UK gallons,volume per volume,POSC,galUK/kgalUK,,Euc,0,0.001,1,0
UK gallons/1000 barrels,volume per volume,POSC,galUK/Mbbl,,Euc,0,2.86E-05,1,0
UK gallons/cubic foot,volume per volume,POSC,galUK/ft3,galUK/ft3,Euc,0,0.160544,1,0
UK pints/1000 barrels,volume per volume,POSC,ptUK/Mbbl,,Euc,0,0.000568262,158.987,0
unitless,dimensionless,POSC,unitless,,Euc,0,1,1,0
US gallons per ten barrels,volume per volume,POSC,galUS/10bbl,,Euc,0,0.00238095,1,0
US gallons per thousand US gallons,volume per volume,POSC,galUS/kgalUS,,Euc,0,0.001,1,0
US gallons/1000 barrels,volume per volume,POSC,galUS/Mbbl,,Euc,0,2.38E-05,1,0
US gallons/barrels,volume per volume,POSC,galUS/bbl,galUS/bbl,Euc,0,0.0238095,1,0
US gallons/cubic foot,volume per volume,POSC,galUS/ft3,galUS/ft3,Euc,0,0.133681,1,0
US pint per ten barrel,volume per volume,POSC,ptUS/10bbl,,Euc,0,0.473177,0.0158987,0
volume parts per million,volume per volume,POSC,volppm,ppm,Euc,0,1.00E-06,1,0
volume percent,volume per volume,POSC,volpercent,%,Euc,0,0.01,1,0
watts/kilowatt,relative power,POSC,W/kW,W/kW,Euc,0,0.001,1,0
watts/watt,relative power,POSC,W/W,W/W,Euc,0,1,1,0
weight parts per million,mass concentration,POSC,wtppm,ppm,Euc,0,1.00E-06,1,0
weight percent,mass concentration,POSC,wtpercent,%,Euc,0,0.01,1,0
farad,capacitance,POSC,F,F,F,0,1,1,0
microfarads,capacitance,POSC,uF,uF,F,0,1.00E-06,1,0
picrofarads,capacitance,POSC,pF,pF,F,0,1.00E-12,1,0
farads/metre,permittivity,POSC,F/m,F/m,F/m,0,1,1,0
microfarads/metre,permittivity,POSC,uF/m,uF/m,F/m,0,1.00E-06,1,0
API gamma ray units,gamma ray API unit,POSC,gAPI,gAPI,gAPI,0,1,1,0
gas unit,volumic concentration,POSC,gu,,gu,0,1,1,0
gray,absorbed dose,POSC,Gy,Gy,Gy,0,1,1,0
milligray,absorbed dose,POSC,mGy,mGy,Gy,0,0.001,1,0
rad,absorbed dose,POSC,rd,,Gy,0,0.01,1,0
henry,self inductance,POSC,H,H,H,0,1,1,0
microhenry,self inductance,POSC,uH,uH,H,0,1.00E-06,1,0
millihenries,self inductance,POSC,mH,mH,H,0,0.001,1,0
nanohenry,self inductance,POSC,nH,nH,H,0,1.00E-09,1,0
henries/metre,magnetic permeability,POSC,H/m,H/m,H/m,0,1,1,0
